Chr	Start	Gene_symbol	ENSG_ID
12	49411184	PRKAG1	ENSG00000181929
12	49453556	KMT2D	ENSG00000167548
12	49463807	RHEBL1	ENSG00000167550
12	49485990	AC011603.1	ENSG00000257346
12	49488601	DHH	ENSG00000139549
12	49504680	LMBR1L	ENSG00000139636
12	49524953	AC011603.2	ENSG00000258017
12	49525179	TUBA1B	ENSG00000123416
12	49583106	TUBA1A	ENSG00000167552
12	49602328	TUBA1C	ENSG00000167553
12	49658538	AC010173.1	ENSG00000258101
12	49687679	PRPH	ENSG00000135406
12	49717018	TROAP	ENSG00000135451
12	49718358	AC125611.4	ENSG00000258334
12	49730970	C1QL4	ENSG00000186897
12	49740699	DNAJC22	ENSG00000178401
12	49760366	SPATS2	ENSG00000123352
12	49783298	AC125611.2	ENSG00000257954
12	49836434	AC125611.1	ENSG00000257464
12	49932939	KCNH3	ENSG00000135519
12	49961935	MCRS1	ENSG00000187778
12	49962000	PRPF40B	ENSG00000110844
12	49971287	AC020612.3	ENSG00000257964
12	49987873	POLR2KP1	ENSG00000258284
12	49988930	AC020612.1	ENSG00000257243
12	49999421	FAM186B	ENSG00000135436
12	50101507	TMBIM6	ENSG00000139644
12	50101947	FMNL3	ENSG00000161791
12	50222532	NCKAP5L	ENSG00000167566
12	50222717	BCDIN3D-AS1	ENSG00000258057
12	50236911	BCDIN3D	ENSG00000186666
12	50254989	AC131157.1	ENSG00000257253
12	50297999	FAIM2	ENSG00000135472
12	50305645	LINC02396	ENSG00000258135
12	50305735	LINC02395	ENSG00000257771
12	50344523	AQP2	ENSG00000167580
12	50355652	AQP5	ENSG00000161798
12	50356706	AC025154.2	ENSG00000257588
12	50361021	AQP6	ENSG00000086159
12	50426918	RACGAP1	ENSG00000161800
12	50451330	ASIC1	ENSG00000110881
12	50478754	SMARCD1	ENSG00000066117
12	50497601	GPD1	ENSG00000167588
12	50505761	COX14	ENSG00000178449
12	50517146	AC074032.1	ENSG00000272368
12	50561287	CERS5	ENSG00000139624
12	50585145	AC008147.2	ENSG00000257298
12	50612125	AC008147.3	ENSG00000257531
12	50613386	AC008147.1	ENSG00000257256
12	50677328	LIMA1	ENSG00000050405
12	50786165	LARP4	ENSG00000161813
12	50790404	FAM186A	ENSG00000185958
12	50898889	DIP2B	ENSG00000066084
12	51150674	AC013244.1	ENSG00000271018
12	51157492	ATF1	ENSG00000123268
12	51236702	TMPRSS12	ENSG00000186452
12	51317254	METTL7A	ENSG00000185432
12	51347704	HIGD1C	ENSG00000214511
12	51422348	SLC11A2	ENSG00000110911
12	51441744	LETMD1	ENSG00000050426
12	51477446	CSRNP2	ENSG00000110925
12	51500599	AC087884.1	ENSG00000244540
12	51519163	PHBP19	ENSG00000257246
12	51566925	TFCP2	ENSG00000135457
12	51611476	POU6F1	ENSG00000184271
12	51632075	DAZAP2	ENSG00000183283
12	51664500	SMAGP	ENSG00000170545
12	51718451	BIN2	ENSG00000110934
12	51740462	CELA1	ENSG00000139610
12	51786650	GALNT6	ENSG00000139629
12	51796944	SLC4A8	ENSG00000050438
12	51818394	AC107031.1	ENSG00000271065
12	51984049	SCN8A	ENSG00000196876
12	52107389	HNRNPA3P10	ENSG00000257851
12	52211682	AC068987.4	ENSG00000261586
12	52216198	FIGNL2	ENSG00000261308
12	52217286	AC068987.3	ENSG00000260473
12	52242006	AC068987.1	ENSG00000259887
12	52281743	ANKRD33	ENSG00000167612
12	52294348	AC025259.2	ENSG00000258021
12	52300691	ACVRL1	ENSG00000139567
12	52345450	ACVR1B	ENSG00000135503
12	52400723	GRASP	ENSG00000161835
12	52416615	NR4A1	ENSG00000123358
12	52452402	AC025259.3	ENSG00000259884
12	52463029	ATG101	ENSG00000123395
12	52473479	OR7E47P	ENSG00000257542
12	52475867	AC025259.1	ENSG00000257663
12	52498080	AC078864.1	ENSG00000257989
12	52585783	KRT80	ENSG00000167767
12	52604638	C12orf80	ENSG00000257137
12	52604713	LINC00592	ENSG00000258279
12	52626303	KRT7	ENSG00000135480
12	52641231	KRT7-AS	ENSG00000257671
12	52643083	KRT86	ENSG00000170442
12	52652650	KRT87P	ENSG00000135477
12	52672939	AC021066.1	ENSG00000257830
12	52685317	KRT81	ENSG00000205426
12	52702154	AC121757.1	ENSG00000257829
12	52715181	KRT83	ENSG00000170523
12	52761264	KRT85	ENSG00000135443
12	52779435	KRT84	ENSG00000161849
12	52800138	KRT82	ENSG00000161850
12	52828308	KRT75	ENSG00000170454
12	52845909	KRT6B	ENSG00000185479
12	52867568	KRT6C	ENSG00000170465
12	52887040	KRT6A	ENSG00000205420
12	52914470	KRT5	ENSG00000186081
12	52946930	KRT71	ENSG00000139648
12	52967608	KRT74	ENSG00000170484
12	52995249	KRT72	ENSG00000170486
12	52995322	KRT73-AS1	ENSG00000257495
12	53012342	KRT73	ENSG00000186049
12	53028239	KRT128P	ENSG00000258120
12	53045947	KRT2	ENSG00000172867
12	53074190	KRT1	ENSG00000167768
12	53086425	AC055716.3	ENSG00000257700
12	53097246	KRT77	ENSG00000189182
12	53112823	KRT126P	ENSG00000257402
12	53124208	AC055716.2	ENSG00000257616
12	53171128	KRT76	ENSG00000185069
12	53189900	KRT3	ENSG00000186442
12	53208334	KRT4	ENSG00000170477
12	53228078	KRT79	ENSG00000185640
12	53242875	KRT78	ENSG00000170423
12	53342654	KRT18	ENSG00000111057
12	53343703	KRT8	ENSG00000170421
12	53399941	EIF4B	ENSG00000063046
12	53405887	AC068888.2	ENSG00000257475
12	53440834	TNS2	ENSG00000111077
12	53447357	AC068888.1	ENSG00000257337
12	53473203	SPRYD3	ENSG00000167778
12	53491219	IGFBP6	ENSG00000167779
12	53497301	SOAT2	ENSG00000167780
12	53547055	EIF4A1P4	ENSG00000257790
12	53553369	AC073573.1	ENSG00000257808
12	53574483	ZNF740	ENSG00000139651
12	53575134	CSAD	ENSG00000139631
12	53601090	ITGB7	ENSG00000139626
12	53626763	RARG	ENSG00000172819
12	53645034	MFSD5	ENSG00000182544
12	53662082	ESPL1	ENSG00000135476
12	53689074	PFDN5	ENSG00000123349
12	53693469	C12orf10	ENSG00000139637
12	53694097	AC073611.1	ENSG00000257605
12	53718647	AAAS	ENSG00000094914
12	53739098	SP7	ENSG00000170374
12	53773959	SP1	ENSG00000185591
12	53817638	AMHR2	ENSG00000135409
12	53835388	PRR13	ENSG00000205352
12	53845885	PCBP2	ENSG00000197111
12	53893846	MAP3K12	ENSG00000139625
12	53894703	AC023509.4	ENSG00000270175
12	53894720	TARBP2	ENSG00000139546
12	53901421	NPFF	ENSG00000139574
12	53911138	AC023509.2	ENSG00000257550
12	54020198	ATF7	ENSG00000170653
12	54071191	ATP5MC2	ENSG00000135390
12	54121528	CALCOCO1	ENSG00000012822
12	54145618	CISTR	ENSG00000260492
12	54148141	AC076968.1	ENSG00000260030
12	54332534	HOXC13	ENSG00000123364
12	54333426	HOXC13-AS	ENSG00000249641
12	54348617	HOXC12	ENSG00000123407
12	54366909	HOXC11	ENSG00000123388
12	54368739	HOTAIR	ENSG00000228630
12	54378847	HOXC-AS3	ENSG00000251151
12	54378867	HOXC10	ENSG00000180818
12	54384407	HOXC6	ENSG00000197757
12	54390568	HOXC-AS2	ENSG00000250133
12	54393793	HOXC-AS1	ENSG00000250451
12	54393902	HOXC9	ENSG00000180806
12	54402831	HOXC8	ENSG00000037965
12	54413693	AC012531.1	ENSG00000260597
12	54426636	HOXC5	ENSG00000172789
12	54431637	HOXC4	ENSG00000198353
12	54452037	FLJ12825	ENSG00000248265
12	54475686	AC023794.3	ENSG00000250654
12	54475901	AC023794.2	ENSG00000249388
12	54519677	FAM242C	ENSG00000250432
12	54519881	LINC02381	ENSG00000250742
12	54541008	AC023794.5	ENSG00000260470
12	54556922	AC023794.1	ENSG00000248576
12	54558235	AC023794.4	ENSG00000257534
12	54582777	SMUG1	ENSG00000123415
12	54656398	AC078778.1	ENSG00000257596
12	54670414	AC078778.2	ENSG00000258344
12	54673885	CBX5	ENSG00000094916
12	54673976	HNRNPA1	ENSG00000135486
12	54694904	NFE2	ENSG00000123405
12	54694985	COPZ1	ENSG00000111481
12	54747444	AC079313.2	ENSG00000258137
12	54747575	AC079313.1	ENSG00000258086
12	54758270	GPR84	ENSG00000139572
12	54785081	ZNF385A	ENSG00000161642
12	54813243	ITGA5	ENSG00000161638
12	54822086	LINC01154	ENSG00000257477
12	54867382	GTSF1	ENSG00000170627
12	54891494	NCKAP1L	ENSG00000123338
12	54937888	AC068789.1	ENSG00000257824
12	54943133	PDE1B	ENSG00000123360
12	54982442	PPP1R1A	ENSG00000135447
12	55028678	LACRT	ENSG00000135413
12	55042276	DCD	ENSG00000161634
12	55224302	MUCL1	ENSG00000172551
12	55378529	TESPA1	ENSG00000135426
12	55413728	NEUROD4	ENSG00000123307
12	55509316	OR9K1P	ENSG00000196534
12	55614808	OR10A7	ENSG00000179919
12	55640981	OR6C74	ENSG00000197706
12	55808632	PHC1P1	ENSG00000179899
12	55845997	OR6C2	ENSG00000179695
12	55979254	AC122685.1	ENSG00000258763
12	56030643	OR10P1	ENSG00000175398
12	56040446	OR10AE3P	ENSG00000272837
12	56048951	AC009779.3	ENSG00000258907
12	56053578	AC009779.4	ENSG00000258921
12	56075329	METTL7B	ENSG00000170439
12	56109818	ITGA7	ENSG00000135424
12	56109827	BLOC1S1	ENSG00000135441
12	56114150	RDH5	ENSG00000135437
12	56123004	AC009779.2	ENSG00000258056
12	56123444	CD63	ENSG00000135404
12	56137063	GDF11	ENSG00000135414
12	56156411	AC073487.1	ENSG00000257509
12	56211539	SARNP	ENSG00000205323
12	56211702	ORMDL2	ENSG00000123353
12	56223419	DNAJC14	ENSG00000135392
12	56223528	TMEM198B	ENSG00000182796
12	56236749	MMP19	ENSG00000123342
12	56266385	OLA1P3	ENSG00000257966
12	56321397	DGKA	ENSG00000065357
12	56326343	PYM1	ENSG00000170473
12	56360552	CDK2	ENSG00000123374
12	56367100	PMEL	ENSG00000185664
12	56367696	RAB5B	ENSG00000111540
12	56374818	AC034102.1	ENSG00000237493
12	56390963	SUOX	ENSG00000139531
12	56401442	IKZF4	ENSG00000123411
12	56435589	AC034102.3	ENSG00000257449
12	56435636	RPS26	ENSG00000197728
12	56473640	ERBB3	ENSG00000065361
12	56498102	PA2G4	ENSG00000170515
12	56510369	RPL41	ENSG00000229117
12	56511942	ZC3H10	ENSG00000135482
12	56521839	ESYT1	ENSG00000139641
12	56523402	AC034102.6	ENSG00000258317
12	56546039	MYL6B	ENSG00000196465
12	56551480	AC034102.5	ENSG00000257809
12	56551944	MYL6	ENSG00000092841
12	56583350	SMARCC2	ENSG00000139613
12	56584067	AC073896.4	ENSG00000258199
12	56615716	RNF41	ENSG00000181852
12	56615798	NABP2	ENSG00000139579
12	56623832	SLC39A5	ENSG00000139540
12	56652174	ANKRD52	ENSG00000139645
12	56660641	COQ10A	ENSG00000135469
12	56663887	AC073896.5	ENSG00000258260
12	56693925	AC073896.2	ENSG00000257303
12	56694175	CS	ENSG00000062485
12	56702651	AC073896.3	ENSG00000257740
12	56710005	CNPY2	ENSG00000257727
12	56727836	PAN2	ENSG00000135473
12	56732662	IL23A	ENSG00000110944
12	56753909	STAT2	ENSG00000170581
12	56756606	APOF	ENSG00000175336
12	56843186	TIMELESS	ENSG00000111602
12	56862300	SPRYD4	ENSG00000176422
12	56862821	MIP	ENSG00000135517
12	56882197	GLS2	ENSG00000135423
12	56904785	HSPD1P4	ENSG00000257576
12	56915712	RBMS2	ENSG00000076067
12	56982301	RNU6-343P	ENSG00000201579
12	57030599	BAZ2A	ENSG00000076108
12	57039797	ATP5F1B	ENSG00000110955
12	57064529	RN7SL809P	ENSG00000241217
12	57082158	PTGES3	ENSG00000110958
12	57125378	NACA	ENSG00000196531
12	57145944	HSD17B6	ENSG00000025423
12	57146156	PRIM1	ENSG00000198056
12	57216768	AC121758.1	ENSG00000258679
12	57328188	SDR9C7	ENSG00000170426
12	57353157	RDH16	ENSG00000139547
12	57388229	GPR182	ENSG00000166856
12	57400229	ZBTB39	ENSG00000166860
12	57422666	TAC3	ENSG00000166863
12	57444981	MYO1A	ENSG00000166866
12	57481845	NEMP1	ENSG00000166881
12	57482676	NAB2	ENSG00000166886
12	57522275	LRP1	ENSG00000123384
12	57525921	STAT6	ENSG00000166888
12	57541401	LRP1-AS	ENSG00000259125
12	57610577	NXPH4	ENSG00000182379
12	57623109	SHMT2	ENSG00000182199
12	57634497	NDUFA4L2	ENSG00000185633
12	57644975	STAC3	ENSG00000185482
12	57824787	R3HDM2	ENSG00000179912
12	57824898	AC126614.1	ENSG00000258001
12	57828542	INHBC	ENSG00000175189
12	57846105	INHBE	ENSG00000139269
12	57853917	GLI1	ENSG00000111087
12	57869227	MARS	ENSG00000166986
12	57882596	ARHGAP9	ENSG00000123329
12	57913041	MIR616	ENSG00000208028
12	57914299	DDIT3	ENSG00000175197
12	57914492	MBD6	ENSG00000166987
12	57941113	DCTN2	ENSG00000175203
12	57943780	KIF5A	ENSG00000155980
12	57984956	PIP4K2C	ENSG00000166908
12	57998404	DTX3	ENSG00000178498
12	58003962	ARHGEF25	ENSG00000240771
12	58011847	AC025165.1	ENSG00000224713
12	58013309	SLC26A10	ENSG00000135502
12	58027137	B4GALNT1	ENSG00000135454
12	58087737	OS9	ENSG00000135506
12	58120747	AGAP2-AS1	ENSG00000255737
12	58133518	TSPAN31	ENSG00000135452
12	58135939	AGAP2	ENSG00000135439
12	58148880	MARCH9	ENSG00000139266
12	58149795	CDK4	ENSG00000135446
12	58161033	CYP27B1	ENSG00000111012
12	58165388	EEF1AKMT3	ENSG00000123427
12	58166381	METTL1	ENSG00000037897
12	58176371	TSFM	ENSG00000123297
12	58197620	AC025165.5	ENSG00000270039
12	58208276	AC025165.4	ENSG00000269903
12	58212486	AVIL	ENSG00000135407
12	58230874	AC083805.2	ENSG00000257953
12	58240521	CTDSP2	ENSG00000175215
12	58290264	AC083805.1	ENSG00000245651
12	58329957	AC084033.3	ENSG00000257698
12	58335323	ATP23	ENSG00000166896
12	58360840	AC084033.1	ENSG00000257159
12	58638160	RPL21P103	ENSG00000241423
12	58937906	AC020637.1	ENSG00000258231
12	59175528	LINC02388	ENSG00000257259
12	59314302	LRIG3	ENSG00000139263
12	59314419	AC068305.2	ENSG00000257443
12	59917964	LINC02448	ENSG00000257230
12	59989847	SLC16A7	ENSG00000118596
12	60205882	AC079905.1	ENSG00000237176
12	62415954	RPS3P6	ENSG00000213363
12	62539423	AC078789.1	ENSG00000257880
12	62629295	KLF17P1	ENSG00000258316
12	62654118	USP15	ENSG00000135655
12	62672930	FAM19A2	ENSG00000198673
12	62860596	MON2	ENSG00000061987
12	62878711	AC079035.1	ENSG00000257568
12	62997213	LINC01465	ENSG00000221949
12	63007384	AC048341.1	ENSG00000257354
12	63149006	GAPDHP44	ENSG00000213352
12	63244680	RNU1-83P	ENSG00000200296
12	63328816	PPM1H	ENSG00000111110
12	63359094	RPL14P1	ENSG00000139239
12	63396248	AC078814.2	ENSG00000257779
12	63397332	LDHAL6CP	ENSG00000250517
12	63544721	AVPR1A	ENSG00000166148
12	63753816	AC026116.1	ENSG00000258117
12	64062628	DPY19L2	ENSG00000177990
12	64118714	AC084357.3	ENSG00000255583
12	64173582	RXYLT1	ENSG00000118600
12	64189497	AC084357.2	ENSG00000249753
12	64215799	RXYLT1-AS1	ENSG00000255850
12	64215936	PABPC1P4	ENSG00000255642
12	64238072	SRGAP1	ENSG00000196935
12	64491397	AC020611.2	ENSG00000255886
12	64514268	AC025576.2	ENSG00000255817
12	64616075	C12orf66	ENSG00000174206
12	64616116	AC012158.1	ENSG00000243024
12	64732576	AC135279.2	ENSG00000256293
12	64784520	C12orf56	ENSG00000185306
12	64798129	XPOT	ENSG00000184575
12	64837109	AC135279.1	ENSG00000255566
12	64845659	TBK1	ENSG00000183735
12	64927417	AC078962.2	ENSG00000256199
12	65004292	RASSF3	ENSG00000153179
12	65153226	GNS	ENSG00000135677
12	65153300	AC025262.1	ENSG00000215159
12	65174588	TBC1D30	ENSG00000111490
12	65262478	RPL7P39	ENSG00000243020
12	65277173	LINC02389	ENSG00000255693
12	65515345	WIF1	ENSG00000156076
12	65563350	LEMD3	ENSG00000174106
12	65672422	MSRB3	ENSG00000174099
12	65675436	AC026124.1	ENSG00000250280
12	65813806	KRT18P60	ENSG00000215208
12	65953370	AC090023.1	ENSG00000255866
12	65996648	LINC02454	ENSG00000256268
12	66036151	AC025419.1	ENSG00000250748
12	66038113	AC090023.2	ENSG00000256915
12	66040241	PCNPP3	ENSG00000213344
12	66217910	HMGA2	ENSG00000149948
12	66220753	RPSAP52	ENSG00000241749
12	66275946	AC090673.1	ENSG00000197301
12	66342258	AC090673.2	ENSG00000256083
12	66424845	LINC02425	ENSG00000256259
12	66524529	LLPH	ENSG00000139233
12	66524548	LLPH-DT	ENSG00000239335
12	66563851	TMBIM4	ENSG00000155957
12	66582658	IRAK3	ENSG00000090376
12	66629013	RBMS1P1	ENSG00000225422
12	66651213	AC078889.1	ENSG00000256072
12	66696324	HELB	ENSG00000127311
12	66962973	OSBPL9P4	ENSG00000256420
12	67197965	GRIP1	ENSG00000155974
12	67490185	AC073530.1	ENSG00000257083
12	67660745	GGTA2P	ENSG00000237766
12	67663060	CAND1	ENSG00000111530
12	67745215	MRPL40P1	ENSG00000256037
12	67836338	LINC02420	ENSG00000256172
12	67913608	LINC02408	ENSG00000203585
12	67983766	LINC02442	ENSG00000256077
12	68042117	DYRK2	ENSG00000127334
12	68123254	LINC02421	ENSG00000255970
12	68323014	LINC01479	ENSG00000255772
12	68383224	IFNG-AS1	ENSG00000255733
12	68429546	HNRNPA1P70	ENSG00000236946
12	68553526	IFNG	ENSG00000111537
12	68619600	IL26	ENSG00000111536
12	68647386	IL22	ENSG00000127318
12	68726160	MDM1	ENSG00000111554
12	68738443	AC022511.1	ENSG00000256273
12	68845442	LINC02384	ENSG00000251301
12	68947661	RPSAP12	ENSG00000240087
12	69004618	RAP1B	ENSG00000127314
12	69020966	RPL10P12	ENSG00000234040
12	69036772	ATP5PDP4	ENSG00000234925
12	69080513	NUP107	ENSG00000111581
12	69081534	AC090061.1	ENSG00000247363
12	69099413	KRT8P39	ENSG00000233560
12	69139885	SLC35E3	ENSG00000175782
12	69199258	AC025423.3	ENSG00000256678
12	69201955	MDM2	ENSG00000135679
12	69221897	AC025423.1	ENSG00000256325
12	69351368	PRELID2P1	ENSG00000257336
12	69365349	CPM	ENSG00000135678
12	69605902	AC127894.1	ENSG00000258140
12	69633316	CPSF6	ENSG00000111605
12	69678176	C1GALT1P1	ENSG00000257818
12	69742120	LYZ	ENSG00000090382
12	69753482	YEATS4	ENSG00000127337
12	69816435	RPS26P45	ENSG00000241765
12	69843249	LINC02373	ENSG00000257507
12	69864128	FRS2	ENSG00000166225
12	69979113	CCT2	ENSG00000166226
12	70004941	LRRC10	ENSG00000198812
12	70093255	BEST3	ENSG00000127325
12	70132347	AC025263.1	ENSG00000247131
12	70132460	RAB3IP	ENSG00000127328
12	70219083	MYRFL	ENSG00000166268
12	70340860	AC078922.1	ENSG00000257241
12	70574117	AC084032.1	ENSG00000257139
12	70615641	LINC01481	ENSG00000257613
12	70636773	CNOT2	ENSG00000111596
12	70760055	KCNMB4	ENSG00000135643
12	70861859	AC025569.1	ENSG00000258168
12	71031219	PTPRB	ENSG00000127329
12	71065697	FAHD2P1	ENSG00000257302
12	71314622	PTPRR	ENSG00000153233
12	71498305	AC025575.1	ENSG00000257454
12	71512026	AC025575.2	ENSG00000258053
12	71833549	LGR5	ENSG00000139292
12	71835677	TSPAN8	ENSG00000127324
12	71977341	AC078860.1	ENSG00000257761
12	72057749	THAP2	ENSG00000173451
12	72061504	ZFC3H1	ENSG00000133858
12	72079866	TMEM19	ENSG00000139291
12	72104153	AC011601.1	ENSG00000257515
12	72148653	RAB21	ENSG00000080371
12	72193406	AC089984.1	ENSG00000257410
12	72233486	TBC1D15	ENSG00000121749
12	72244207	AC089984.2	ENSG00000257802
12	72332625	TPH2	ENSG00000139287
12	72451156	AC090109.1	ENSG00000258115
12	72481045	TRHDE	ENSG00000072657
12	72668686	TRHDE-AS1	ENSG00000236333
12	73537637	AC090503.2	ENSG00000258294
12	73552969	LINC02444	ENSG00000258123
12	73600614	AC090503.1	ENSG00000257682
12	74154468	LINC02445	ENSG00000257750
12	74300719	AC136188.1	ENSG00000257587
12	74432865	LINC02394	ENSG00000258332
12	74564224	AC090502.4	ENSG00000258320
12	74677448	AC090502.3	ENSG00000257183
12	74796314	AC090502.1	ENSG00000251138
12	74931550	ATXN7L3B	ENSG00000253719
12	75414748	AC073525.1	ENSG00000257434
12	75603647	KCNC2	ENSG00000166006
12	75628519	AC091534.1	ENSG00000254451
12	75652345	CCNG2P1	ENSG00000258112
12	75699231	AC092552.1	ENSG00000257823
12	75728418	GLIPR1L1	ENSG00000173401
12	75784707	CAPS2	ENSG00000180881
12	75784849	GLIPR1L2	ENSG00000180481
12	75874459	GLIPR1	ENSG00000139278
12	75883599	AC121761.1	ENSG00000257497
12	75905400	KRR1	ENSG00000111615
12	76082875	RPL10P13	ENSG00000258245
12	76083083	RF00156	ENSG00000251893
12	76092595	AC078820.1	ENSG00000258088
12	76377794	AC078923.1	ENSG00000258077
12	76427711	PHLDA1	ENSG00000139289
12	76451665	AC011611.5	ENSG00000257941
12	76478812	NAP1L1	ENSG00000187109
12	76653618	LINC02407	ENSG00000257219
12	76742221	BBS10	ENSG00000179941
12	76953588	OSBPL8	ENSG00000091039
12	76956073	AC107032.2	ENSG00000257526
12	76993450	RPL7AP9	ENSG00000213272
12	77013165	YWHAQP7	ENSG00000271142
12	77054184	AC107032.1	ENSG00000243071
12	77150970	AC093014.1	ENSG00000258090
12	77157367	ZDHHC17	ENSG00000186908
12	77272839	CSRP2	ENSG00000175183
12	77378448	AC025161.1	ENSG00000257199
12	77459359	E2F7	ENSG00000165891
12	77622472	LINC02464	ENSG00000257677
12	77773599	AC073591.1	ENSG00000257835
12	78169562	AC138331.1	ENSG00000258066
12	78224684	NAV3	ENSG00000067798
12	78746298	AC128707.1	ENSG00000258084
12	78753525	LINC02424	ENSG00000258220
12	78836731	AC130415.1	ENSG00000257879
12	79187893	AC068993.1	ENSG00000257564
12	79198127	AC068993.2	ENSG00000257948
12	79257772	SYT1	ENSG00000067715
12	79439409	AC090709.1	ENSG00000257191
12	79894466	AC027288.2	ENSG00000257604
12	79897175	AC027288.3	ENSG00000257894
12	79933982	AC027288.1	ENSG00000257474
12	79952561	NOP56P3	ENSG00000257956
12	80084171	AC073569.2	ENSG00000258048
12	80084876	PAWR	ENSG00000177425
12	80217557	AC073569.1	ENSG00000258044
12	80328679	PPP1R12A	ENSG00000058272
12	80328978	PPP1R12A-AS1	ENSG00000257557
12	80422672	RPL7P38	ENSG00000239473
12	80497112	AC078817.1	ENSG00000230291
12	80603232	OTOGL	ENSG00000165899
12	80799773	PTPRQ	ENSG00000139304
12	80987479	AC074031.1	ENSG00000257429
12	81101276	MYF6	ENSG00000111046
12	81110690	MYF5	ENSG00000111049
12	81156932	LINC01490	ENSG00000257741
12	81255286	AC078886.1	ENSG00000258215
12	81331703	LIN7A	ENSG00000111052
12	81416161	ACSS3	ENSG00000111058
12	81519623	AC078955.1	ENSG00000258026
12	81664453	PPFIA2-AS1	ENSG00000257467
12	81771820	AC069228.1	ENSG00000258162
12	82153331	PPFIA2	ENSG00000139220
12	82347497	LINC02426	ENSG00000257747
12	82752274	CCDC59	ENSG00000133773
12	82752567	METTL25	ENSG00000127720
12	82862234	AC089998.3	ENSG00000257875
12	82906455	AC089998.1	ENSG00000257431
12	83080658	TMTC2	ENSG00000179104
12	84665118	AC090679.1	ENSG00000257729
12	85307393	SLC6A15	ENSG00000072041
12	85430054	TSPAN19	ENSG00000231738
12	85430128	LRRIQ1	ENSG00000133640
12	85673884	ALX1	ENSG00000180318
12	85711837	AC131532.1	ENSG00000258815
12	86230347	RASSF9	ENSG00000198774
12	86268072	NTS	ENSG00000133636
12	86352464	AC016993.1	ENSG00000258178
12	86995080	MGAT4C	ENSG00000182050
12	88178344	MKRN9P	ENSG00000258128
12	88210262	AC079598.1	ENSG00000257940
12	88214694	AC079598.3	ENSG00000258179
12	88427813	C12orf50	ENSG00000165805
12	88427908	C12orf29	ENSG00000133641
12	88452354	AC091516.1	ENSG00000257752
12	88535992	CEP290	ENSG00000198707
12	88536072	TMTC3	ENSG00000139324
12	88974627	KITLG	ENSG00000049130
12	89413455	LINC02458	ENSG00000246363
12	89703329	AC024909.1	ENSG00000257156
12	89747047	DUSP6	ENSG00000139318
12	89761583	AC010201.2	ENSG00000271327
12	89765596	AC010201.1	ENSG00000271259
12	89893869	CENPCP1	ENSG00000226982
12	89918582	GALNT4	ENSG00000257594
12	89919430	POC1B-AS1	ENSG00000270344
12	89919800	POC1B	ENSG00000139323
12	89954905	AC025034.1	ENSG00000258302
12	90102607	ATP2B1	ENSG00000070961
12	90102735	ATP2B1-AS1	ENSG00000271614
12	90276441	AC084200.1	ENSG00000258216
12	90341469	LINC02399	ENSG00000257725
12	90501515	AC126178.1	ENSG00000257194
12	90674670	LINC02392	ENSG00000258183
12	91203052	AC112481.1	ENSG00000257787
12	91311799	LINC00615	ENSG00000196243
12	91348952	CCER1	ENSG00000197651
12	91398802	EPYC	ENSG00000083782
12	91451759	KERA	ENSG00000139330
12	91505607	LUM	ENSG00000139329
12	91576899	DCN	ENSG00000011465
12	91755972	AC025035.1	ENSG00000258100
12	92271166	LINC02404	ENSG00000257893
12	92535488	LINC01619	ENSG00000257242
12	92539347	BTG1	ENSG00000133639
12	92539673	AC025164.1	ENSG00000245904
12	92815306	CLLU1	ENSG00000257127
12	92821923	CLLU1OS	ENSG00000205057
12	92860226	LINC02397	ENSG00000205056
12	93115280	PLEKHG7	ENSG00000187510
12	93251854	AC026111.1	ENSG00000258012
12	93277548	HNRNPA1P50	ENSG00000257195
12	93323106	EEA1	ENSG00000102189
12	93392993	LINC02413	ENSG00000257345
12	93484297	AC138123.2	ENSG00000257746
12	93518318	NACAP8	ENSG00000257210
12	93568141	LINC02412	ENSG00000258171
12	93609454	AC138123.1	ENSG00000257322
12	93708584	AC124947.2	ENSG00000257512
12	93771511	AC124947.1	ENSG00000257252
12	93771658	NUDT4	ENSG00000173598
12	93836037	UBE2N	ENSG00000177889
12	93861263	MRPL42	ENSG00000198015
12	93903262	RN7SL737P	ENSG00000243015
12	93963589	SOCS2	ENSG00000120833
12	93965098	SOCS2-AS1	ENSG00000246985
12	94035361	AC012085.1	ENSG00000186076
12	94071150	CRADD	ENSG00000169372
12	94131598	AC012085.2	ENSG00000258274
12	94229942	AC012464.2	ENSG00000258303
12	94337378	AC012464.1	ENSG00000257283
12	94338816	AC012464.3	ENSG00000271382
12	94542498	PLXNC1	ENSG00000136040
12	94579819	AC123567.2	ENSG00000258035
12	94670970	AC073655.1	ENSG00000258172
12	94676619	AC073655.2	ENSG00000258365
12	94818744	RBMS2P1	ENSG00000213250
12	94853763	CEP83	ENSG00000173588
12	94915644	AC023161.2	ENSG00000258357
12	94942016	SUCLG2P2	ENSG00000236349
12	95044337	TMCC3	ENSG00000057704
12	95227922	KRT19P2	ENSG00000216306
12	95397545	NDUFA12	ENSG00000184752
12	95467478	NR2C1	ENSG00000120798
12	95494306	AC126615.2	ENSG00000257121
12	95611257	FGD6	ENSG00000180263
12	95611521	VEZT	ENSG00000028203
12	95830603	AC084879.1	ENSG00000257943
12	95861636	AC018475.1	ENSG00000241556
12	95867295	METAP2	ENSG00000111142
12	95945265	USP44	ENSG00000136014
12	96043030	PGAM1P5	ENSG00000257150
12	96184929	NTN4	ENSG00000074527
12	96196874	LINC02410	ENSG00000258292
